Panel;Wêze³;Przypadek;MXX (kNm/m);MYY (kNm/m);MXY (kNm/m);NXX (kN/m);NYY (kN/m);NXY (kN/m);QXX (kN/m);QYY (kN/m)
 2; 1397; 3 (K);11,47;-5,40;-7,72;-83,21;-41,58;-13,05;53,44;1,72
 2; 1398; 3 (K);11,98;-5,50;-6,04;-82,38;-41,39;-10,88;54,35;1,71
 2; 1399; 3 (K);12,39;-5,53;-4,34;-80,98;-41,04;-8,76;54,73;1,63
 2; 1400; 3 (K);12,70;-5,50;-2,63;-79,03;-40,53;-6,70;54,59;1,53
 2; 1401; 3 (K);12,91;-5,41;-0,94;-76,55;-39,86;-4,70;53,96;1,43
 2; 1402; 3 (K);13,01;-5,27;0,71;-73,55;-39,05;-2,77;52,87;1,36
 2; 1403; 3 (K);13,04;-5,06;2,31;-70,05;-38,14;-0,92;51,33;1,38
 2; 1404; 3 (K);12,98;-4,78;3,83;-66,04;-37,15;0,83;49,37;1,51
 2; 1405; 3 (K);12,87;-4,42;5,26;-61,53;-36,13;2,43;47,03;1,81
 2; 1406; 3 (K);12,70;-3,95;6,58;-56,54;-35,11;3,84;44,34;2,31
 2; 1407; 3 (K);12,50;-3,35;7,76;-51,13;-34,12;4,97;41,36;3,08
 2; 1408; 3 (K);12,28;-2,57;8,80;-45,42;-33,16;5,72;38,16;4,15
 2; 1409; 3 (K);3,27;13,01;-7,48;-19,45;-26,49;-20,16;-20,77;-18,36
 2; 1410; 3 (K);3,56;10,04;-10,99;-30,09;-28,17;-23,06;-11,10;-14,40
 2; 1411; 3 (K);4,22;7,45;-13,13;-38,91;-30,22;-25,06;-1,64;-10,39
 2; 1412; 3 (K);5,17;5,30;-14,58;-46,77;-32,26;-26,35;7,20;-6,81
 2; 1413; 3 (K);6,33;3,54;-15,45;-53,99;-34,12;-26,95;15,44;-3,75
 2; 1414; 3 (K);7,64;2,14;-15,82;-60,60;-35,78;-26,89;23,06;-1,26
 2; 1415; 3 (K);9,05;1,04;-15,79;-66,52;-37,30;-26,25;30,02;0,68
 2; 1416; 3 (K);10,50;0,19;-15,40;-71,67;-38,69;-25,14;36,28;2,10
 2; 1417; 3 (K);11,95;-0,47;-14,74;-76,01;-39,97;-23,66;41,82;3,07
 2; 1418; 3 (K);13,36;-0,96;-13,83;-79,51;-41,13;-21,94;46,64;3,64
 2; 1419; 3 (K);14,69;-1,32;-12,74;-82,18;-42,13;-20,05;50,73;3,90
 2; 1420; 3 (K);15,91;-1,58;-11,50;-84,06;-42,96;-18,07;54,12;3,89
 2; 1421; 3 (K);17,00;-1,77;-10,14;-85,18;-43,58;-16,05;56,82;3,68
 2; 1422; 3 (K);17,95;-1,89;-8,69;-85,59;-43,99;-14,04;58,87;3,31
 2; 1423; 3 (K);18,73;-1,97;-7,17;-85,33;-44,16;-12,05;60,28;2,83
 2; 1424; 3 (K);19,35;-2,01;-5,61;-84,46;-44,09;-10,10;61,09;2,27
 2; 1425; 3 (K);19,79;-2,02;-4,03;-83,01;-43,77;-8,19;61,31;1,68
 2; 1426; 3 (K);20,07;-2,00;-2,45;-81,00;-43,21;-6,33;60,99;1,08
 2; 1427; 3 (K);20,18;-1,96;-0,87;-78,47;-42,42;-4,52;60,13;0,50
 2; 1428; 3 (K);20,14;-1,90;0,67;-75,42;-41,43;-2,75;58,76;-0,02
 2; 1429; 3 (K);19,96;-1,80;2,17;-71,84;-40,26;-1,03;56,91;-0,44
 2; 1430; 3 (K);19,64;-1,67;3,60;-67,74;-38,95;0,63;54,59;-0,72
 2; 1431; 3 (K);19,22;-1,50;4,95;-63,09;-37,55;2,20;51,83;-0,81
 2; 1432; 3 (K);18,71;-1,25;6,20;-57,89;-36,12;3,62;48,67;-0,64
 2; 1433; 3 (K);18,14;-0,89;7,32;-52,16;-34,71;4,79;45,17;-0,16
 2; 1434; 3 (K);17,52;-0,38;8,30;-46,02;-33,35;5,60;41,39;0,70
 2; 1435; 3 (K);2,95;8,85;-6,75;-16,56;-21,03;-16,59;-16,88;-6,04
 2; 1436; 3 (K);4,10;7,19;-9,85;-27,83;-23,93;-19,27;-7,07;-3,74
 2; 1437; 3 (K);5,63;5,68;-11,76;-37,15;-27,11;-21,45;2,73;-0,67
 2; 1438; 3 (K);7,46;4,44;-13,06;-45,68;-30,03;-23,00;12,06;2,15
 2; 1439; 3 (K);9,50;3,49;-13,83;-53,63;-32,64;-23,81;20,86;4,47
 2; 1440; 3 (K);11,66;2,78;-14,16;-60,90;-35,03;-23,91;29,04;6,21
 2; 1441; 3 (K);13,86;2,28;-14,13;-67,37;-37,27;-23,39;36,50;7,37
 2; 1442; 3 (K);16,06;1,94;-13,79;-72,94;-39,39;-22,39;43,18;8,01
 2; 1443; 3 (K);18,17;1,72;-13,19;-77,57;-41,36;-21,06;49,05;8,20
 2; 1444; 3 (K);20,17;1,59;-12,40;-81,26;-43,13;-19,51;54,10;8,01
 2; 1445; 3 (K);22,00;1,52;-11,43;-84,04;-44,67;-17,83;58,35;7,53
 2; 1446; 3 (K);23,64;1,49;-10,34;-85,96;-45,94;-16,09;61,82;6,82
 2; 1447; 3 (K);25,06;1,49;-9,14;-87,09;-46,91;-14,34;64,54;5,94
 2; 1448; 3 (K);26,25;1,50;-7,86;-87,48;-47,57;-12,61;66,54;4,93
 2; 1449; 3 (K);27,20;1,52;-6,52;-87,19;-47,90;-10,91;67,85;3,85
 2; 1450; 3 (K);27,90;1,54;-5,14;-86,28;-47,90;-9,25;68,52;2,72
 2; 1451; 3 (K);28,36;1,55;-3,74;-84,78;-47,57;-7,64;68,57;1,57
 2; 1452; 3 (K);28,57;1,55;-2,32;-82,74;-46,92;-6,06;68,02;0,45
 2; 1453; 3 (K);28,55;1,54;-0,92;-80,17;-45,97;-4,52;66,91;-0,63
 2; 1454; 3 (K);28,31;1,53;0,47;-77,08;-44,73;-2,99;65,25;-1,63
 2; 1455; 3 (K);27,86;1,51;1,82;-73,48;-43,22;-1,48;63,06;-2,53
 2; 1456; 3 (K);27,22;1,49;3,12;-69,33;-41,50;0,02;60,35;-3,26
 2; 1457; 3 (K);26,41;1,49;4,36;-64,60;-39,59;1,49;57,13;-3,79
 2; 1458; 3 (K);25,47;1,52;5,52;-59,26;-37,60;2,88;53,44;-4,04
 2; 1459; 3 (K);24,43;1,62;6,56;-53,27;-35,59;4,10;49,31;-3,90
 2; 1460; 3 (K);23,31;1,84;7,47;-46,68;-33,63;4,99;44,83;-3,28
 2; 1461; 3 (K);2,91;5,35;-5,56;-14,41;-18,32;-12,09;-12,05;5,65
 2; 1462; 3 (K);5,06;4,83;-8,13;-25,33;-22,10;-14,74;-2,43;6,63
 2; 1463; 3 (K);7,59;4,26;-9,76;-35,10;-25,79;-17,22;7,64;9,16
 2; 1464; 3 (K);10,44;3,88;-10,88;-44,42;-29,08;-19,04;17,57;11,41
 2; 1465; 3 (K);13,50;3,68;-11,56;-53,17;-32,22;-20,00;27,08;13,06
 2; 1466; 3 (K);16,64;3,63;-11,87;-61,12;-35,33;-20,17;35,93;14,04
 2; 1467; 3 (K);19,77;3,69;-11,88;-68,10;-38,41;-19,73;43,95;14,38
 2; 1468; 3 (K);22,80;3,82;-11,63;-74,04;-41,37;-18,87;51,08;14,17
 2; 1469; 3 (K);25,66;4,01;-11,17;-78,90;-44,11;-17,75;57,28;13,51
 2; 1470; 3 (K);28,30;4,21;-10,55;-82,73;-46,57;-16,46;62,55;12,50
 2; 1471; 3 (K);30,67;4,42;-9,78;-85,59;-48,67;-15,10;66,92;11,23
 2; 1472; 3 (K);32,75;4,61;-8,90;-87,54;-50,38;-13,72;70,43;9,76
 2; 1473; 3 (K);34,51;4,79;-7,93;-88,66;-51,67;-12,34;73,11;8,16
 2; 1474; 3 (K);35,94;4,93;-6,89;-89,03;-52,53;-10,99;75,02;6,48
 2; 1475; 3 (K);37,04;5,03;-5,79;-88,71;-52,97;-9,68;76,20;4,76
 2; 1476; 3 (K);37,81;5,10;-4,65;-87,76;-52,99;-8,40;76,69;3,03
 2; 1477; 3 (K);38,24;5,13;-3,49;-86,23;-52,61;-7,16;76,52;1,31
 2; 1478; 3 (K);38,35;5,11;-2,31;-84,16;-51,82;-5,95;75,73;-0,36
 2; 1479; 3 (K);38,15;5,06;-1,12;-81,57;-50,66;-4,75;74,34;-1,97
 2; 1480; 3 (K);37,65;4,97;0,05;-78,47;-49,12;-3,56;72,37;-3,49
 2; 1481; 3 (K);36,86;4,84;1,21;-74,86;-47,24;-2,35;69,82;-4,89
 2; 1482; 3 (K);35,82;4,69;2,34;-70,71;-45,02;-1,11;66,70;-6,14
 2; 1483; 3 (K);34,54;4,51;3,42;-65,97;-42,50;0,15;63,01;-7,18
 2; 1484; 3 (K);33,07;4,33;4,45;-60,57;-39,76;1,44;58,73;-7,91
 2; 1485; 3 (K);31,44;4,18;5,39;-54,42;-36,90;2,66;53,88;-8,22
 2; 1486; 3 (K);29,69;4,10;6,22;-47,45;-34,05;3,65;48,52;-7,92
 2; 1487; 3 (K);3,22;2,66;-3,58;-12,56;-20,32;-8,57;-8,66;15,61
 2; 1488; 3 (K);6,34;2,93;-5,35;-22,74;-23,07;-10,64;0,90;16,02
 2; 1489; 3 (K);10,04;3,23;-6,53;-33,16;-25,71;-13,17;11,80;18,47
 2; 1490; 3 (K);14,13;3,62;-7,33;-43,30;-28,81;-14,78;22,88;20,28
 2; 1491; 3 (K);18,42;4,11;-7,84;-52,78;-32,55;-15,46;33,51;21,19
 2; 1492; 3 (K);22,74;4,65;-8,10;-61,29;-36,67;-15,49;43,34;21,26
 2; 1493; 3 (K);26,94;5,23;-8,15;-68,67;-40,87;-15,09;52,16;20,63
 2; 1494; 3 (K);30,93;5,81;-8,04;-74,86;-44,89;-14,43;59,90;19,43
 2; 1495; 3 (K);34,63;6,36;-7,79;-79,89;-48,56;-13,63;66,55;17,82
 2; 1496; 3 (K);37,97;6,88;-7,42;-83,81;-51,77;-12,75;72,12;15,91
 2; 1497; 3 (K);40,93;7,34;-6,95;-86,71;-54,44;-11,86;76,68;13,79
 2; 1498; 3 (K);43,47;7,74;-6,39;-88,67;-56,55;-10,97;80,27;11,55
 2; 1499; 3 (K);45,57;8,07;-5,77;-89,79;-58,10;-10,09;82,97;9,25
 2; 1500; 3 (K);47,24;8,34;-5,09;-90,14;-59,11;-9,24;84,82;6,93
 2; 1501; 3 (K);48,47;8,53;-4,36;-89,79;-59,58;-8,41;85,89;4,62
 2; 1502; 3 (K);49,27;8,64;-3,60;-88,82;-59,54;-7,61;86,22;2,35
 2; 1503; 3 (K);49,64;8,69;-2,81;-87,27;-59,03;-6,82;85,85;0,15
 2; 1504; 3 (K);49,61;8,66;-2,01;-85,19;-58,06;-6,04;84,83;-1,98
 2; 1505; 3 (K);49,17;8,57;-1,19;-82,59;-56,64;-5,27;83,18;-4,03
 2; 1506; 3 (K);48,35;8,40;-0,37;-79,50;-54,79;-4,48;80,90;-5,97
 2; 1507; 3 (K);47,17;8,18;0,45;-75,90;-52,51;-3,68;78,01;-7,78
 2; 1508; 3 (K);45,65;7,89;1,25;-71,77;-49,78;-2,83;74,49;-9,46
 2; 1509; 3 (K);43,81;7,56;2,04;-67,06;-46,61;-1,92;70,32;-10,94
 2; 1510; 3 (K);41,69;7,19;2,79;-61,66;-42,99;-0,94;65,45;-12,16
 2; 1511; 3 (K);39,32;6,79;3,49;-55,46;-38,97;0,13;59,82;-12,97
 2; 1512; 3 (K);36,78;6,42;4,13;-48,29;-34,73;1,16;53,37;-13,04
 6; 3; 3 (K);41,98;11,58;2,57;-39,06;-26,07;2,37;48,20;-48,16
 6; 4; 3 (K);41,98;11,58;-2,57;-39,06;-26,07;-2,37;-48,20;-48,16
 6; 83; 3 (K);34,37;7,29;4,82;-39,60;-29,22;4,87;46,22;-13,07
 6; 84; 3 (K);28,06;5,03;7,07;-39,69;-30,60;6,69;42,89;-8,03
 6; 85; 3 (K);22,27;2,83;8,41;-39,69;-31,45;7,52;40,16;-3,28
 6; 86; 3 (K);16,94;0,70;9,31;-39,67;-31,98;7,72;37,46;0,80
 6; 87; 3 (K);12,08;-1,37;9,88;-39,59;-32,33;7,50;34,81;4,35
 6; 88; 3 (K);7,66;-3,38;10,16;-39,47;-32,57;7,03;32,24;7,46
 6; 89; 3 (K);3,66;-5,32;10,23;-39,30;-32,75;6,39;29,77;10,20
 6; 90; 3 (K);0,05;-7,20;10,12;-39,08;-32,92;5,65;27,39;12,61
 6; 91; 3 (K);-3,19;-9,02;9,88;-38,81;-33,08;4,87;25,13;14,75
 6; 92; 3 (K);-6,08;-10,77;9,53;-38,50;-33,27;4,10;22,97;16,65
 6; 93; 3 (K);-8,65;-12,44;9,10;-38,15;-33,47;3,35;20,92;18,32
 6; 94; 3 (K);-10,93;-14,03;8,61;-37,77;-33,70;2,65;18,99;19,81
 6; 95; 3 (K);-12,93;-15,54;8,08;-37,38;-33,95;2,02;17,16;21,12
 6; 96; 3 (K);-14,69;-16,96;7,51;-36,97;-34,23;1,46;15,44;22,27
 6; 97; 3 (K);-16,23;-18,29;6,92;-36,55;-34,52;0,97;13,82;23,29
 6; 98; 3 (K);-17,56;-19,52;6,32;-36,15;-34,82;0,57;12,29;24,18
 6; 99; 3 (K);-18,71;-20,64;5,71;-35,75;-35,12;0,24;10,85;24,95
 6; 100; 3 (K);-19,69;-21,67;5,10;-35,37;-35,42;-0,01;9,48;25,63
 6; 101; 3 (K);-20,52;-22,58;4,49;-35,02;-35,70;-0,19;8,19;26,20
 6; 102; 3 (K);-21,22;-23,39;3,88;-34,70;-35,97;-0,30;6,97;26,69
 6; 103; 3 (K);-21,80;-24,08;3,27;-34,41;-36,21;-0,36;5,80;27,10
 6; 104; 3 (K);-22,26;-24,67;2,67;-34,17;-36,42;-0,36;4,68;27,44
 6; 105; 3 (K);-22,62;-25,13;2,07;-33,97;-36,59;-0,33;3,60;27,70
 6; 106; 3 (K);-22,88;-25,48;1,48;-33,82;-36,73;-0,26;2,55;27,89
 6; 107; 3 (K);-23,05;-25,72;0,88;-33,72;-36,82;-0,16;1,52;28,02
 6; 108; 3 (K);-23,14;-25,84;0,29;-33,67;-36,86;-0,06;0,51;28,08
 6; 109; 3 (K);-23,14;-25,84;-0,29;-33,67;-36,86;0,06;-0,51;28,08
 6; 110; 3 (K);-23,05;-25,72;-0,88;-33,72;-36,82;0,16;-1,52;28,02
 6; 111; 3 (K);-22,88;-25,48;-1,48;-33,82;-36,73;0,26;-2,55;27,89
 6; 112; 3 (K);-22,62;-25,13;-2,07;-33,97;-36,59;0,33;-3,60;27,70
 6; 113; 3 (K);-22,26;-24,67;-2,67;-34,17;-36,42;0,36;-4,68;27,44
 6; 114; 3 (K);-21,80;-24,08;-3,27;-34,41;-36,21;0,36;-5,80;27,10
 6; 115; 3 (K);-21,22;-23,39;-3,88;-34,70;-35,97;0,30;-6,97;26,69
 6; 116; 3 (K);-20,52;-22,58;-4,49;-35,02;-35,70;0,19;-8,19;26,20
 6; 117; 3 (K);-19,69;-21,67;-5,10;-35,37;-35,42;0,01;-9,48;25,63
 6; 118; 3 (K);-18,71;-20,64;-5,71;-35,75;-35,12;-0,24;-10,85;24,95
 6; 119; 3 (K);-17,56;-19,52;-6,32;-36,15;-34,82;-0,57;-12,29;24,18
 6; 120; 3 (K);-16,23;-18,29;-6,92;-36,55;-34,52;-0,97;-13,82;23,29
 6; 121; 3 (K);-14,69;-16,96;-7,51;-36,97;-34,23;-1,46;-15,44;22,27
 6; 122; 3 (K);-12,93;-15,54;-8,08;-37,38;-33,95;-2,02;-17,16;21,12
 6; 123; 3 (K);-10,93;-14,03;-8,61;-37,77;-33,70;-2,65;-18,99;19,81
 6; 124; 3 (K);-8,65;-12,44;-9,10;-38,15;-33,47;-3,35;-20,92;18,32
 6; 125; 3 (K);-6,08;-10,77;-9,53;-38,50;-33,27;-4,10;-22,97;16,65
 6; 126; 3 (K);-3,19;-9,02;-9,88;-38,81;-33,08;-4,87;-25,13;14,75
 6; 127; 3 (K);0,05;-7,20;-10,12;-39,08;-32,92;-5,65;-27,39;12,61
 6; 128; 3 (K);3,66;-5,32;-10,23;-39,30;-32,75;-6,39;-29,77;10,20
 6; 129; 3 (K);7,66;-3,38;-10,16;-39,47;-32,57;-7,03;-32,24;7,46
 6; 130; 3 (K);12,08;-1,37;-9,88;-39,59;-32,33;-7,50;-34,81;4,35
 6; 131; 3 (K);16,94;0,70;-9,31;-39,67;-31,98;-7,72;-37,46;0,80
 6; 132; 3 (K);22,27;2,83;-8,41;-39,69;-31,45;-7,52;-40,16;-3,28
 6; 133; 3 (K);28,06;5,03;-7,07;-39,69;-30,60;-6,69;-42,89;-8,03
 6; 134; 3 (K);34,37;7,29;-4,82;-39,60;-29,22;-4,87;-46,22;-13,07
 6; 6438; 3 (K);-2,28;-1,80;1,18;-26,27;-11,97;19,38;-29,00;-24,95
 6; 6513; 3 (K);-0,04;0,12;2,10;-9,52;-7,57;10,88;-9,86;-32,00
 6; 6514; 3 (K);1,06;0,46;2,99;-3,92;-4,95;10,73;-8,98;-44,78
 6; 6515; 3 (K);2,32;0,68;3,41;-1,59;-3,44;10,75;-7,37;-54,04
 6; 6516; 3 (K);3,79;0,95;3,69;-0,56;-2,18;9,71;-5,48;-59,98
 6; 6517; 3 (K);5,48;1,26;3,88;-0,37;-1,40;8,57;-3,37;-64,09
 6; 6518; 3 (K);7,38;1,61;4,00;-0,72;-1,04;7,49;-1,07;-66,88
 6; 6519; 3 (K);9,48;2,01;4,06;-1,49;-1,05;6,50;1,43;-68,62
 6; 6520; 3 (K);11,78;2,45;4,08;-2,62;-1,38;5,58;4,13;-69,45
 6; 6521; 3 (K);14,27;2,92;4,05;-4,10;-2,02;4,71;7,05;-69,48
 6; 6522; 3 (K);16,94;3,44;3,97;-5,95;-2,99;3,88;10,23;-68,78
 6; 6523; 3 (K);19,82;4,00;3,86;-8,22;-4,35;3,06;13,73;-67,41
 6; 6524; 3 (K);22,89;4,60;3,71;-11,01;-6,20;2,24;17,63;-65,41
 6; 6525; 3 (K);26,17;5,24;3,53;-14,43;-8,65;1,42;22,03;-62,79
 6; 6526; 3 (K);29,66;5,92;3,31;-18,68;-11,89;0,59;27,08;-59,53
 6; 6527; 3 (K);33,36;6,62;3,06;-24,04;-16,20;-0,19;32,96;-55,58
 6; 6528; 3 (K);37,25;7,34;2,78;-30,88;-21,93;-0,85;39,92;-50,79
 6; 6995; 3 (K);-2,28;-1,80;-1,18;-26,27;-11,97;-19,38;29,00;-24,95
 6; 7026; 3 (K);37,25;7,34;-2,78;-30,88;-21,93;0,85;-39,92;-50,79
 6; 7027; 3 (K);33,36;6,62;-3,06;-24,04;-16,20;0,19;-32,96;-55,58
 6; 7028; 3 (K);29,66;5,92;-3,31;-18,68;-11,89;-0,59;-27,08;-59,53
 6; 7029; 3 (K);26,17;5,24;-3,53;-14,43;-8,65;-1,42;-22,03;-62,79
 6; 7030; 3 (K);22,89;4,60;-3,71;-11,01;-6,20;-2,24;-17,63;-65,41
 6; 7031; 3 (K);19,82;4,00;-3,86;-8,22;-4,35;-3,06;-13,73;-67,41
 6; 7032; 3 (K);16,94;3,44;-3,97;-5,95;-2,99;-3,88;-10,23;-68,78
 6; 7033; 3 (K);14,27;2,92;-4,05;-4,10;-2,02;-4,71;-7,05;-69,48
 6; 7034; 3 (K);11,78;2,45;-4,08;-2,62;-1,38;-5,58;-4,13;-69,45
 6; 7035; 3 (K);9,48;2,01;-4,06;-1,49;-1,05;-6,50;-1,43;-68,62
 6; 7036; 3 (K);7,38;1,61;-4,00;-0,72;-1,04;-7,49;1,07;-66,88
 6; 7037; 3 (K);5,48;1,26;-3,88;-0,37;-1,40;-8,57;3,37;-64,09
 6; 7038; 3 (K);3,79;0,95;-3,69;-0,56;-2,18;-9,71;5,48;-59,98
 6; 7039; 3 (K);2,32;0,68;-3,41;-1,59;-3,44;-10,75;7,37;-54,04
 6; 7040; 3 (K);1,06;0,46;-2,99;-3,92;-4,95;-10,73;8,98;-44,78
 6; 7041; 3 (K);-0,04;0,12;-2,10;-9,52;-7,57;-10,88;9,86;-32,00
 6; 7665; 3 (K);0,13;0,90;1,97;-23,64;-14,87;8,06;-35,57;-5,25
 6; 7666; 3 (K);0,61;2,19;2,94;-17,40;-13,57;7,44;-48,46;-4,44
 6; 7667; 3 (K);0,91;3,36;3,59;-12,07;-12,87;6,97;-59,57;-3,34
 6; 7668; 3 (K);1,16;4,51;4,14;-7,72;-12,59;6,18;-68,37;-2,19
 6; 7669; 3 (K);1,39;5,70;4,61;-4,55;-12,80;5,40;-75,81;-0,81
 6; 7670; 3 (K);1,61;6,93;4,99;-2,33;-13,32;4,73;-82,03;0,77
 6; 7671; 3 (K);1,81;8,19;5,30;-0,82;-14,00;4,20;-87,03;2,50
 6; 7672; 3 (K);2,01;9,45;5,54;0,17;-14,74;3,79;-90,79;4,32
 6; 7673; 3 (K);2,20;10,70;5,69;0,81;-15,48;3,48;-93,31;6,16
 6; 7674; 3 (K);2,39;11,92;5,77;1,19;-16,17;3,24;-94,62;7,99
 6; 7675; 3 (K);2,57;13,10;5,78;1,40;-16,81;3,04;-94,77;9,76
 6; 7676; 3 (K);2,75;14,23;5,72;1,49;-17,37;2,88;-93,79;11,46
 6; 7677; 3 (K);2,92;15,29;5,60;1,52;-17,86;2,73;-91,77;13,06
 6; 7678; 3 (K);3,07;16,29;5,41;1,49;-18,29;2,59;-88,76;14,56
 6; 7679; 3 (K);3,22;17,22;5,17;1,45;-18,65;2,45;-84,85;15,95
 6; 7680; 3 (K);3,36;18,07;4,89;1,39;-18,95;2,29;-80,12;17,21
 6; 7681; 3 (K);3,48;18,84;4,55;1,33;-19,20;2,12;-74,65;18,36
 6; 7682; 3 (K);3,59;19,53;4,18;1,28;-19,41;1,95;-68,51;19,38
 6; 7683; 3 (K);3,69;20,15;3,77;1,24;-19,57;1,75;-61,78;20,29
 6; 7684; 3 (K);3,78;20,69;3,32;1,20;-19,71;1,55;-54,55;21,08
 6; 7685; 3 (K);3,85;21,14;2,86;1,17;-19,81;1,33;-46,87;21,75
 6; 7686; 3 (K);3,92;21,52;2,37;1,15;-19,89;1,11;-38,84;22,30
 6; 7687; 3 (K);3,97;21,83;1,86;1,14;-19,95;0,87;-30,51;22,74
 6; 7688; 3 (K);4,00;22,05;1,34;1,13;-19,99;0,63;-21,95;23,07
 6; 7689; 3 (K);4,03;22,21;0,81;1,12;-20,02;0,38;-13,24;23,29
 6; 7690; 3 (K);4,04;22,28;0,27;1,12;-20,03;0,13;-4,42;23,40
 6; 7691; 3 (K);4,04;22,28;-0,27;1,12;-20,03;-0,13;4,42;23,40
 6; 7692; 3 (K);4,03;22,21;-0,81;1,12;-20,02;-0,38;13,24;23,29
 6; 7693; 3 (K);4,00;22,05;-1,34;1,13;-19,99;-0,63;21,95;23,07
 6; 7694; 3 (K);3,97;21,83;-1,86;1,14;-19,95;-0,87;30,51;22,74
 6; 7695; 3 (K);3,92;21,52;-2,37;1,15;-19,89;-1,11;38,84;22,30
 6; 7696; 3 (K);3,85;21,14;-2,86;1,17;-19,81;-1,33;46,87;21,75
 6; 7697; 3 (K);3,78;20,69;-3,32;1,20;-19,71;-1,55;54,55;21,08
 6; 7698; 3 (K);3,69;20,15;-3,77;1,24;-19,57;-1,75;61,78;20,29
 6; 7699; 3 (K);3,59;19,53;-4,18;1,28;-19,41;-1,95;68,51;19,38
 6; 7700; 3 (K);3,48;18,84;-4,55;1,33;-19,20;-2,12;74,65;18,36
 6; 7701; 3 (K);3,36;18,07;-4,89;1,39;-18,95;-2,29;80,12;17,21
 6; 7702; 3 (K);3,22;17,22;-5,17;1,45;-18,65;-2,45;84,85;15,95
 6; 7703; 3 (K);3,07;16,29;-5,41;1,49;-18,29;-2,59;88,76;14,56
 6; 7704; 3 (K);2,92;15,29;-5,60;1,52;-17,86;-2,73;91,77;13,06
 6; 7705; 3 (K);2,75;14,23;-5,72;1,49;-17,37;-2,88;93,79;11,46
 6; 7706; 3 (K);2,57;13,10;-5,78;1,40;-16,81;-3,04;94,77;9,76
 6; 7707; 3 (K);2,39;11,92;-5,77;1,19;-16,17;-3,24;94,62;7,99
 6; 7708; 3 (K);2,20;10,70;-5,69;0,81;-15,48;-3,48;93,31;6,16
 6; 7709; 3 (K);2,01;9,45;-5,54;0,17;-14,74;-3,79;90,79;4,32
 6; 7710; 3 (K);1,81;8,19;-5,30;-0,82;-14,00;-4,20;87,03;2,50
 6; 7711; 3 (K);1,61;6,93;-4,99;-2,33;-13,32;-4,73;82,03;0,77
 6; 7712; 3 (K);1,39;5,70;-4,61;-4,55;-12,80;-5,40;75,81;-0,81
 6; 7713; 3 (K);1,16;4,51;-4,14;-7,72;-12,59;-6,18;68,37;-2,19
 6; 7714; 3 (K);0,91;3,36;-3,59;-12,07;-12,87;-6,97;59,57;-3,34
 6; 7715; 3 (K);0,61;2,19;-2,94;-17,40;-13,57;-7,44;48,46;-4,44
 6; 7716; 3 (K);0,13;0,90;-1,97;-23,64;-14,87;-8,06;35,57;-5,25
 6; 9365; 3 (K);31,34;5,87;5,11;-31,72;-26,28;1,34;38,88;-13,59
 6; 9366; 3 (K);28,47;5,42;5,43;-25,06;-22,21;0,58;32,43;-14,14
 6; 9367; 3 (K);25,64;4,92;5,68;-19,70;-18,57;-0,12;26,85;-13,96
 6; 9368; 3 (K);22,90;4,43;5,87;-15,39;-15,50;-0,65;22,00;-13,42
 6; 9369; 3 (K);20,26;3,95;6,02;-11,90;-12,99;-1,03;17,74;-12,71
 6; 9370; 3 (K);17,76;3,50;6,12;-9,04;-10,97;-1,27;13,96;-11,90
 6; 9371; 3 (K);15,40;3,09;6,17;-6,70;-9,40;-1,42;10,55;-11,04
 6; 9372; 3 (K);13,19;2,70;6,17;-4,80;-8,23;-1,49;7,47;-10,16
 6; 9373; 3 (K);11,12;2,36;6,12;-3,27;-7,43;-1,51;4,65;-9,25
 6; 9374; 3 (K);9,22;2,05;6,01;-2,12;-6,98;-1,51;2,07;-8,33
 6; 9375; 3 (K);7,47;1,78;5,83;-1,34;-6,91;-1,51;-0,29;-7,38
 6; 9376; 3 (K);5,89;1,56;5,58;-1,00;-7,23;-1,57;-2,44;-6,39
 6; 9377; 3 (K);4,49;1,38;5,24;-1,24;-8,00;-1,74;-4,36;-5,35
 6; 9378; 3 (K);3,26;1,27;4,79;-2,34;-9,28;-2,15;-5,99;-4,25
 6; 9379; 3 (K);2,21;1,27;4,18;-4,88;-10,97;-2,71;-7,26;-3,17
 6; 9380; 3 (K);1,21;1,46;3,03;-10,52;-12,45;-2,31;-7,64;-3,95
 6; 9381; 3 (K);25,95;4,25;7,46;-32,26;-28,41;3,73;37,04;-8,82
 6; 9382; 3 (K);23,90;4,11;7,88;-25,71;-25,58;2,86;31,54;-10,01
 6; 9383; 3 (K);21,80;3,86;8,17;-20,32;-22,81;1,88;26,56;-10,51
 6; 9384; 3 (K);19,70;3,58;8,37;-15,91;-20,25;0,95;22,10;-10,57
 6; 9385; 3 (K);17,65;3,29;8,50;-12,30;-17,98;0,16;18,11;-10,35
 6; 9386; 3 (K);15,66;3,02;8,56;-9,35;-16,04;-0,49;14,51;-9,95
 6; 9387; 3 (K);13,75;2,76;8,55;-6,93;-14,45;-1,02;11,27;-9,42
 6; 9388; 3 (K);11,94;2,53;8,48;-4,96;-13,19;-1,46;8,33;-8,81
 6; 9389; 3 (K);10,24;2,34;8,34;-3,39;-12,26;-1,83;5,65;-8,13
 6; 9390; 3 (K);8,66;2,18;8,13;-2,20;-11,66;-2,18;3,21;-7,39
 6; 9391; 3 (K);7,19;2,07;7,83;-1,41;-11,38;-2,54;1,00;-6,60
